id,raw_skill_text,normalized_text,occurrence_count,status,source_type,source_model,source_object_id,example_job,rough_bucket,proposed_decision,proposed_target_canonical_skill,proposed_target_category,confidence,approved_for_phase_15d,decision_reason
326,ACS,acs,9,pending,job,,128,Developpeur informatique projet (H/F) | LYNX RH SERVICES DEV | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
810,ADC interfaces,adc interfaces,9,pending,job,,1111,Développeur FPGA (H/F) | TISEA | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
836,AI / Process Automation,ai process automation,9,pending,job,,1120,Responsable Data Engineer (H/F) | AK RECRUTEMENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
808,AMD / SOM Kria K24,amd som kria k24,9,pending,job,,1111,Développeur FPGA (H/F) | TISEA | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
419,Access Management,access management,9,pending,job,,193,RESPONSABLE DSI FULLSTACK (H/F) | TEAM INTERIM | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
765,Adobe XD,adobe xd,9,pending,job,,1100,Développeur Java Confirmé UX/UI H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
370,Algèbre Linéaire,algebre lineaire,9,pending,job,,151,Ingénieur Développement Logiciel C++/QT (H/F) | LES INTERIMAIRES PROFESSIONNELS TERTIAIR | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
775,Analyse de performance,analyse de performance,9,pending,job,,1101,Développeur Java Android Senior H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
346,Anthropic Claude,anthropic claude,9,pending,job,,145,Ingénieur(e) en développement logiciel & IA en alternance H/F (H/F) | STEEL ELECTRONIQUE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
161,Apptainer,apptainer,9,pending,job,,40,Ingénieur Développement DevOps  (H/F) | INSTITUT FRANCAIS DE RECHERCHE POUR L EX | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
234,Architectures PC,architectures pc,9,pending,job,,53,Exploitant Cybersecurité (H/F) | INTERACTION PROVENCE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
404,Automates industriels,automates industriels,9,pending,job,,157,Ingénieur Développement Logiciel Industriel / Supervision C# (H/F) |  | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
764,Axure,axure,9,pending,job,,1100,Développeur Java Confirmé UX/UI H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
146,Azure Monitor,azure monitor,9,pending,job,,35,Ingénieur DevOps (H/F) | EOS IMAGING | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
186,CFT,cft,9,pending,job,,44,Ingénieur de Production DevOps | ITS GROUP | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
544,CMDB,cmdb,9,pending,job,,796,Ingénieur Systèmes - Automatisation & DevOps | TELESPAZIO FRENCH GUIANA | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
366,CMake,cmake,9,pending,job,,151,Ingénieur Développement Logiciel C++/QT (H/F) | LES INTERIMAIRES PROFESSIONNELS TERTIAIR | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
325,CRM,crm,9,pending,job,,128,Developpeur informatique projet (H/F) | LYNX RH SERVICES DEV | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
585,Citrix,citrix,9,pending,job,,894,Ingénieur Cybersécurité H/F (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
367,Clang,clang,9,pending,job,,151,Ingénieur Développement Logiciel C++/QT (H/F) | LES INTERIMAIRES PROFESSIONNELS TERTIAIR | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
401,Cloud Architectures,cloud architectures,9,pending,job,,156,Ingénieur Architecte Logiciel Data Mesh (H/F) | PB SOLUTIONS | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
423,Cloud Certification,cloud certification,9,pending,job,,196,Développeur(se) Fullstack IA (H/F) | BASSETTI GROUP | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
169,Cloud Environments,cloud environments,9,pending,job,,41,Ingénieur DevOps (H/F) | AKTISEA | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
561,Cloud Native,cloud native,9,pending,job,,800,DevOps (H/F) - CDI - Villeurbanne (69) (H/F) | BBO | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
501,Cloud Storage,cloud storage,9,pending,job,,673,Data Engineer GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
549,CloudFormation,cloudformation,9,pending,job,,797,Consultant DevOps/Cloud (H/F) | DEVOTEAM | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
813,CodeIgniter,codeigniter,9,pending,job,,1112,Développeur PHP - CodeIgniter (H/F) | CIORANE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
701,Codesys 3.5,codesys 3.5,9,pending,job,,1082,Automaticien Informatique Industrielle en alternance (H/F)  | MERSEN FRANCE LA MURE SAS | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
285,Communication radio fréquence,communication radio frequence,9,pending,job,,102,Ingénieur Développeur Sénior Logiciel Embarqué (H/F) | WIKA INSTRUMENTS SARL | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
405,Communications machine,communications machine,9,pending,job,,157,Ingénieur Développement Logiciel Industriel / Supervision C# (H/F) |  | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
503,Composer,composer,9,pending,job,,673,Data Engineer GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
314,Conception applicative,conception applicative,9,pending,job,,126,Développeur conception logiciel RH (Langage C) (H/F) | HOLENEK INGENIERIE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
382,Conception d'architectures électroniques,conception d architectures electroniques,9,pending,job,,152,Ingénieur logiciel embarqué senior (H/F) |  | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
757,Conception de parcours utilisateurs,conception de parcours utilisateurs,9,pending,job,,1100,Développeur Java Confirmé UX/UI H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
100,Concevoir une application web,concevoir une application web,9,pending,job,,11,Webmaster / Développeur Web E-commerce (H/F) | BC GROUPE SARL | stale,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
782,Concurrency,concurrency,9,pending,job,,1102,Développeur Java Senior H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
583,Conditional Access,conditional access,9,pending,job,,894,Ingénieur Cybersécurité H/F (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
675,Configuration,configuration,9,pending,job,,1078,Apprenti (e) en gestion informatique d'établissement | LEGTPA RETHEL | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
863,Conformité,conformite,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
667,Connectique de base,connectique de base,9,pending,job,,1075,Technicien informatique (H/F) en alternance | LABORATOIRE NOVELAB AMBERIEU EN BUGEY | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
529,Containerization,containerization,9,pending,job,,794,Ingénieur de Production / DevOps (H/F) | GITEC HUMAN RESOURCES | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
436,Correlation Analysis,correlation analysis,9,pending,job,,342,(ALTERNANCE) - Data Engineer (H/F) | AUTOMOTIVE CELLS COMPANY SE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
581,Cortex XDR,cortex xdr,9,pending,job,,894,Ingénieur Cybersécurité H/F (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
235,Cybersécurité Fondamentaux,cybersecurite fondamentaux,9,pending,job,,53,Exploitant Cybersecurité (H/F) | INTERACTION PROVENCE | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
847,Cybersécurité opérationnelle,cybersecurite operationnelle,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
374,DICOM,dicom,9,pending,job,,151,Ingénieur Développement Logiciel C++/QT (H/F) | LES INTERIMAIRES PROFESSIONNELS TERTIAIR | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
320,DOM,dom,9,pending,job,,127,Developpeur full stack (H/F) | MEDIA-START | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
447,Dask,dask,9,pending,job,,664,Data Engineer (H/F) | E-KENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
434,Data Analysis,data analysis,9,pending,job,,342,(ALTERNANCE) - Data Engineer (H/F) | AUTOMOTIVE CELLS COMPANY SE | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
492,Data Architecture,data architecture,9,pending,job,,671,DATA ENGINEER - RECHERCHE SPÉCIFICITÉ : Projet eDOL (H/F) | CHU de MONTPELLIER | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
144,Data Architecture Modeling,data architecture modeling,9,pending,job,,32,Data Engineer (H/F) | CIRIL GROUP | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
783,Data Flow Management,data flow management,9,pending,job,,1102,Développeur Java Senior H/F (H/F) | Scalian | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
489,Data Governance,data governance,9,pending,job,,669,Data Engineer Senior (H/F) CDI (H/F) | THOM | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
814,Data Ingestion,data ingestion,9,pending,job,,1114,Développeur Snowflake Finance (H/F) | CIORANE | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
486,Data Integration,data integration,9,pending,job,,669,Data Engineer Senior (H/F) CDI (H/F) | THOM | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
493,Data Pipeline,data pipeline,9,pending,job,,671,DATA ENGINEER - RECHERCHE SPÉCIFICITÉ : Projet eDOL (H/F) | CHU de MONTPELLIER | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
446,Data Pipelines,data pipelines,9,pending,job,,664,Data Engineer (H/F) | E-KENT | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
399,Data Product,data product,9,pending,job,,156,Ingénieur Architecte Logiciel Data Mesh (H/F) | PB SOLUTIONS | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
488,Data Quality,data quality,9,pending,job,,669,Data Engineer Senior (H/F) CDI (H/F) | THOM | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
497,Data Quality Management,data quality management,9,pending,job,,672,Data Engineer Gbs (H/F) | SOCIETE GESER BEST | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
815,Data Transformation,data transformation,9,pending,job,,1114,Développeur Snowflake Finance (H/F) | CIORANE | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
437,Data Visualization,data visualization,9,pending,job,,342,(ALTERNANCE) - Data Engineer (H/F) | AUTOMOTIVE CELLS COMPANY SE | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
633,Data Visualization Tool,data visualization tool,9,pending,job,,1070,DATA ENGINEER (H/F) | DATA PRAXIS | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
518,Data Warehousing,data warehousing,9,pending,job,,677,Data Engineer Pole BI (H/F) | OPTEVEN ASSURANCES | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
328,Data exchange,data exchange,9,pending,job,,128,Developpeur informatique projet (H/F) | LYNX RH SERVICES DEV | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
504,Data lake architecture,data lake architecture,9,pending,job,,673,Data Engineer GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
732,Data processing,data processing,9,pending,job,,1090,Stage de fin d'études - Développeur(se) Full Stack / Data (H/F) | SYNOPSIA INGENIERIE | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
505,Data warehouse architecture,data warehouse architecture,9,pending,job,,673,Data Engineer GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
450,Données géospatiales,donnees geospatiales,9,pending,job,,664,Data Engineer (H/F) | E-KENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
809,Electronic schematics reading,electronic schematics reading,9,pending,job,,1111,Développeur FPGA (H/F) | TISEA | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
778,Environnements contraints,environnements contraints,9,pending,job,,1101,Développeur Java Android Senior H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
759,Ergonomie des interfaces,ergonomie des interfaces,9,pending,job,,1100,Développeur Java Confirmé UX/UI H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
187,Exacc,exacc,9,pending,job,,44,Ingénieur de Production DevOps | ITS GROUP | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
753,FTPs,ftps,9,pending,job,,1099,Développeur / Développeuse informatique PHP (H/F) | P2B SOLUTIONS | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
631,Fabric,fabric,9,pending,job,,1070,DATA ENGINEER (H/F) | DATA PRAXIS | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
452,GDAL,gdal,9,pending,job,,664,Data Engineer (H/F) | E-KENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
555,GKE,gke,9,pending,job,,798,Ingénieur DevOps GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
167,Geoparquet,geoparquet,9,pending,job,,40,Ingénieur Développement DevOps  (H/F) | INSTITUT FRANCAIS DE RECHERCHE POUR L EX | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
772,Gestion de la concurrence,gestion de la concurrence,9,pending,job,,1101,Développeur Java Android Senior H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
773,Gestion mémoire,gestion memoire,9,pending,job,,1101,Développeur Java Android Senior H/F (H/F) | Scalian | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
152,GitLab CE,gitlab ce,9,pending,job,,37,Technicien N2 DevOps H/F | CRIT INTERIM | active,review_frequency,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
162,GitOps,gitops,9,pending,job,,40,Ingénieur Développement DevOps  (H/F) | INSTITUT FRANCAIS DE RECHERCHE POUR L EX | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
400,Gouvernance Fédérée,gouvernance federee,9,pending,job,,156,Ingénieur Architecte Logiciel Data Mesh (H/F) | PB SOLUTIONS | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
861,Gouvernance SSI,gouvernance ssi,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
136,Great Expectations,great expectations,9,pending,job,,31,Data Engineer Python Spark + ETL/ELT (H/F) | HOLENEK INGENIERIE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
291,Groovy,groovy,9,pending,job,,103,Alternance : Ingénieur(e) Logiciel Augmenté par l'IA H/F | SAP FRANCE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
371,Géométrie de l'espace,geometrie de l espace,9,pending,job,,151,Ingénieur Développement Logiciel C++/QT (H/F) | LES INTERIMAIRES PROFESSIONNELS TERTIAIR | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
149,HDS,hds,9,pending,job,,35,Ingénieur DevOps (H/F) | EOS IMAGING | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
148,HIPAA,hipaa,9,pending,job,,35,Ingénieur DevOps (H/F) | EOS IMAGING | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
150,HITRUST,hitrust,9,pending,job,,35,Ingénieur DevOps (H/F) | EOS IMAGING | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
793,HL7,hl7,9,pending,job,,1103,Développeur senior full-stack JavaScript - Paris (F/H) (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
297,HTTP,http,9,pending,job,,105,Développeur Fullstack Java Spring Angular H/F (H/F) | AMILTONE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
445,Hack The Box,hack the box,9,pending,job,,358,Alternance BAC +4 en cybersécurité F/H | LA POSTE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
433,HyperV,hyperv,9,pending,job,,325,Ingénieur / Ingénieure DevOps           (H/F) | KODEMADE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
812,IEC 61508,iec 61508,9,pending,job,,1111,Développeur FPGA (H/F) | TISEA | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
377,IEC 62304,iec 62304,9,pending,job,,151,Ingénieur Développement Logiciel C++/QT (H/F) | LES INTERIMAIRES PROFESSIONNELS TERTIAIR | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
723,IP telephony,ip telephony,9,pending,job,,1086,Apprenti(e) Technicien(ne) Informatique (H/F) | GROUPE GAZECHIM SERVICES | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
854,IPS/IDS,ips ids,9,pending,job,,1125,Ingenieur Cybersecurite (H/F) | E-KENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
680,IT Equipment Maintenance,it equipment maintenance,9,pending,job,,1078,Apprenti (e) en gestion informatique d'établissement | LEGTPA RETHEL | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
678,IT Infrastructure Monitoring,it infrastructure monitoring,9,pending,job,,1078,Apprenti (e) en gestion informatique d'établissement | LEGTPA RETHEL | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
420,IT Management,it management,9,pending,job,,193,RESPONSABLE DSI FULLSTACK (H/F) | TEAM INTERIM | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
634,IT experience,it experience,9,pending,job,,1071,Apprenti(e) Technicien Informatique (H/F) |  | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
157,ITIL,itil,9,pending,job,,38,Ingénieur DevOps Cloud (H/F) | KINGFISHER INFORMATION TECHNOLOGY SERVIC | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
375,ITK,itk,9,pending,job,,151,Ingénieur Développement Logiciel C++/QT (H/F) | LES INTERIMAIRES PROFESSIONNELS TERTIAIR | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
559,IaC,iac,9,pending,job,,800,DevOps (H/F) - CDI - Villeurbanne (69) (H/F) | BBO | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
730,Incident Management,incident management,9,pending,job,,1087,Technicien.ne informatique F/H en alternance (H/F) | DOMIDEP | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
251,Infrastructure Management,infrastructure management,9,pending,job,,97,Développeur Fullstack Symfony (H/F) | JMC TELEPROGRAMMES | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
553,Infrastructure as Code (IaC),infrastructure as code iac,9,pending,job,,798,Ingénieur DevOps GCP (H/F) | ALTEN SYSTEMES D'INFORMATION ET RESEAUX | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
666,Installation de logiciels,installation de logiciels,9,pending,job,,1075,Technicien informatique (H/F) en alternance | LABORATOIRE NOVELAB AMBERIEU EN BUGEY | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
816,Integration Testing,integration testing,9,pending,job,,1114,Développeur Snowflake Finance (H/F) | CIORANE | active,review_frequency,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
648,Intune,intune,9,pending,job,,1073,Alternant Informatique Systèmes & Réseaux H/F (H/F) | FDG GROUP | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
340,Intégration de systèmes,integration de systemes,9,pending,job,,131,Developpeur Sage (H/F) | E-KENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
268,Intégration logicielle embarquée,integration logicielle embarquee,9,pending,job,,100,Ingénieur Développement Logiciel Embarqué Temps Réel (H/F) | CARE TECHNOLOGY CONSULTING | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
587,Ivanti,ivanti,9,pending,job,,894,Ingénieur Cybersécurité H/F (H/F) | INFORMATIS TECHNOLOGY SYSTM | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
738,JSF,jsf,9,pending,job,,1091,STAGE DÉVELOPPEUR IA - H/F |  | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
770,Java Core,java core,9,pending,job,,1101,Développeur Java Android Senior H/F (H/F) | Scalian | active,review_high_value,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
780,Java SE / Java Core,java se java core,9,pending,job,,1102,Développeur Java Senior H/F (H/F) | Scalian | active,review_high_value,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
736,JavaFX,javafx,9,pending,job,,1091,STAGE DÉVELOPPEUR IA - H/F |  | active,review_high_value,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
498,KPI / analytics,kpi analytics,9,pending,job,,672,Data Engineer Gbs (H/F) | SOCIETE GESER BEST | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
540,KVM,kvm,9,pending,job,,796,Ingénieur Systèmes - Automatisation & DevOps | TELESPAZIO FRENCH GUIANA | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
137,Kimball principles,kimball principles,9,pending,job,,31,Data Engineer Python Spark + ETL/ELT (H/F) | HOLENEK INGENIERIE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
538,LDAP,ldap,9,pending,job,,796,Ingénieur Systèmes - Automatisation & DevOps | TELESPAZIO FRENCH GUIANA | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
620,LLM,llm,9,pending,job,,1065,Developpeur Python (H/F) | E-KENT | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
244,LLM API Integration,llm api integration,9,pending,job,,95,Développeur web full stack (H/F) | GERESO | active,review_high_value,keep_pending,,,medium,no,Potential technical skill but needs human/domain review before adding to global taxonomy.
551,Lambda,lambda,9,pending,job,,797,Consultant DevOps/Cloud (H/F) | DEVOTEAM | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
687,Landesk,landesk,9,pending,job,,1079,ALTERNANT Technicien Support Informatique H/F/NB | NRJ GROUP | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
733,Large Language Models (LLM),large language models llm,9,pending,job,,1090,Stage de fin d'études - Développeur(se) Full Stack / Data (H/F) | SYNOPSIA INGENIERIE | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
679,Level 1 Technical Support,level 1 technical support,9,pending,job,,1078,Apprenti (e) en gestion informatique d'établissement | LEGTPA RETHEL | active,review_frequency,keep_pending,,,low,no,Low-frequency or ambiguous unmatched candidate; keep pending for later review.
